ID,credit.policy,purpose,int.rate,installment,annual_income,log.annual.inc,dti,fico,fico_category,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,int.rate.type
933,1,debt_consolidation,0.1261,134.03,30899.99991,10.33851146,22.83,677,Good,2432,2876,61.2,2,0,1,0,High
934,1,all_other,0.1229,93.39,26499.99995,10.18490001,25.43,737,Excellent,1380,1705,6.4,0,0,0,0,High
935,1,debt_consolidation,0.1008,161.53,26999.99987,10.20359214,12.71,732,Excellent,3150,11837,20.6,0,0,0,0,Low
936,1,debt_consolidation,0.0832,220.39,54995.99976,10.91501573,9.58,782,Excellent,4439.958333,9304,24.7,1,0,0,0,Low
937,1,all_other,0.1008,161.53,44500.00008,10.70324447,11.73,742,Excellent,4499.958333,5171,44.2,1,0,0,0,Low
938,1,all_other,0.1103,229.28,31999.99994,10.37349118,0.38,702,Excellent,9929.958333,10,0.4,0,3,0,0,Low
939,1,credit_card,0.0976,199.36,36000.00009,10.49127422,16.8,732,Excellent,10199.95833,16101,75.6,0,0,0,0,Low
940,1,debt_consolidation,0.1103,78.61,49999.99978,10.81977828,13.82,682,Good,3990,5106,60.8,0,0,0,0,Low
941,1,major_purchase,0.1134,220.43,28000.00002,10.23995979,23.14,752,Excellent,2400,95,0.8,1,0,0,1,Low
942,1,home_improvement,0.1576,350.39,42642.70991,10.66061161,13.56,662,Good,3450,2076,23.1,2,0,0,0,High
943,1,credit_card,0.1103,147.39,37342.50011,10.52788737,24.97,757,Excellent,6780,22403,32,0,0,0,0,Low
944,1,debt_consolidation,0.1608,387.17,82000.00031,11.31447453,19.96,662,Good,6599.958333,19608,31.1,1,0,0,1,High
945,1,debt_consolidation,0.1071,286.9,65499.99989,11.08980542,13.08,702,Excellent,4379.958333,35098,51.5,2,0,0,0,Low
946,1,credit_card,0.1039,243.38,91000.00041,11.41861479,10.64,707,Excellent,3331,11336,31.9,2,1,0,0,Low
947,1,debt_consolidation,0.08,219.36,34999.99998,10.46310334,15.81,797,Excellent,4740,644,2.7,0,0,0,0,Low
948,1,debt_consolidation,0.1039,259.61,57000.00018,10.95080655,14.42,732,Excellent,2579.958333,15444,47.8,0,0,0,0,Low
949,1,all_other,0.0863,506.05,32999.99999,10.40426284,1.16,812,Excellent,7409.958333,2248,3.1,0,0,0,0,Low
950,1,debt_consolidation,0.1071,97.81,42264.00005,10.65169094,16.83,687,Good,2370,8911,53.4,2,1,0,0,Low
951,1,debt_consolidation,0.1197,307.93,83000.00027,11.32659589,7.46,687,Good,6900,17430,92.2,0,0,1,0,Low
952,1,debt_consolidation,0.1387,170.58,44500.00008,10.70324447,29.15,752,Excellent,4529.958333,5171,44.2,1,0,0,0,High
953,1,home_improvement,0.1039,178.48,33999.99988,10.4341158,18.46,717,Excellent,5670,175,1,0,0,0,1,Low
954,1,home_improvement,0.0945,272.09,49999.99978,10.81977828,3.12,762,Excellent,2579.958333,1133,18,1,0,0,0,Low
955,1,major_purchase,0.0768,99.81,61717.00008,11.0303147,12.29,762,Excellent,10709.95833,7232,3.6,2,0,0,0,Low
956,1,debt_consolidation,0.1292,252.42,58999.99983,10.98529272,18.81,672,Good,3889,12195,58.9,3,0,1,1,High
957,1,debt_consolidation,0.1292,168.28,18492,9.825093485,9.41,662,Good,11039.95833,4652,89.5,1,1,0,0,High
958,1,credit_card,0.1134,296.1,131999.9998,11.7905572,5.44,682,Good,4889.958333,25120,85.4,1,0,1,0,Low
959,1,debt_consolidation,0.1008,206.76,61999.99975,11.03488966,8.11,712,Excellent,5549.958333,5815,49.3,2,0,1,0,Low
960,1,debt_consolidation,0.1008,310.13,59999.99993,11.00209984,19.72,732,Excellent,5070,19500,30.9,0,0,0,0,Low
961,1,debt_consolidation,0.1008,128.42,36194.00006,10.49664864,21.78,762,Excellent,6719.958333,12879,19.5,1,0,0,0,Low
962,1,credit_card,0.1103,147.39,79999.99971,11.28978191,11.03,697,Good,10649.95833,43712,82.5,0,0,0,1,Low
963,1,debt_consolidation,0.1387,327.5,109999.9995,11.60823564,18.62,662,Good,6299.958333,68030,82.7,3,0,0,0,High
964,1,all_other,0.1134,131.6,105000.0001,11.56171563,11.04,677,Good,1650,1527,50.9,2,0,1,0,Low
965,1,debt_consolidation,0.145,289.14,49999.99978,10.81977828,20.59,662,Good,1680,19056,69,0,0,0,0,High
966,1,debt_consolidation,0.1229,213.46,34999.99998,10.46310334,20.78,687,Good,4620,9408,64,1,0,0,0,High
967,1,credit_card,0.1166,185.1,59999.99993,11.00209984,21.52,707,Excellent,4529.958333,39010,34.2,1,0,0,0,Low
968,1,debt_consolidation,0.1103,245.65,105000.0001,11.56171563,11.14,692,Good,7054.958333,30449,61.3,2,0,0,0,Low
969,1,all_other,0.0976,160.78,46999.99997,10.75790288,13.53,717,Excellent,8429.958333,5000,23.1,1,0,0,0,Low
970,1,all_other,0.08,188.02,26999.99987,10.20359214,5.38,752,Excellent,4350,5959,70.9,0,0,0,0,Low
971,1,all_other,0.1071,163.01,200000.0009,12.20607265,12.48,702,Excellent,7319.958333,53087,69.9,1,0,0,1,Low
972,1,credit_card,0.1134,118.44,34999.99998,10.46310334,14.47,687,Good,2339.958333,7722,48.9,0,0,0,0,Low
973,1,credit_card,0.1387,118.55,42994,10.66881585,24.51,687,Good,4109.958333,21043,81.6,3,0,0,1,High
974,1,all_other,0.1103,98.26,29999.99998,10.30895266,14.56,682,Good,5189.958333,8572,84,1,0,1,0,Low
975,1,debt_consolidation,0.1039,207.69,87000.00021,11.3736634,14.79,712,Excellent,5430,21532,66.9,2,0,0,0,Low
976,1,debt_consolidation,0.0945,128.04,29000.00003,10.27505111,17.63,722,Excellent,4320,3717,15.1,0,0,1,0,Low
977,1,all_other,0.0737,62.1,98000.00023,11.49272276,0,782,Excellent,6450,5235,5.1,0,0,0,0,Low
978,1,debt_consolidation,0.1292,154.82,33999.99988,10.4341158,20.33,672,Good,1770,20853,43.4,2,0,0,0,High
979,1,credit_card,0.1166,122.3,60416.99992,11.0090258,19.58,697,Good,5519.958333,15948,88.8,0,0,1,1,Low
980,1,credit_card,0.1418,342.66,90000.00006,11.40756495,20.77,672,Good,2626.958333,59106,62.3,0,0,0,0,High
981,1,debt_consolidation,0.1134,210.56,52000.00013,10.858999,16.98,692,Good,1469.958333,2898,41.4,0,0,0,0,Low
982,1,major_purchase,0.0863,237.21,79999.99971,11.28978191,14.6,762,Excellent,3370.958333,1127,3.8,1,0,0,0,Low
983,1,debt_consolidation,0.1197,136.95,69999.99993,11.15625052,6.6,677,Good,2400,16952,40.4,2,0,0,1,Low
984,1,all_other,0.1008,177.68,144999.9998,11.88448902,5.53,707,Excellent,5611.958333,26681,41.4,2,0,0,0,Low
985,1,credit_card,0.1166,101.64,99999.9995,11.51292546,20.53,702,Excellent,7079.958333,91557,87.8,0,0,0,1,Low
986,1,debt_consolidation,0.0863,189.77,99999.9995,11.51292546,4.55,727,Excellent,6480,3828,12,0,1,0,0,Low
987,1,debt_consolidation,0.08,219.36,43999.99987,10.69194491,16.04,777,Excellent,3389.958333,752,1.9,1,0,0,0,Low
988,1,home_improvement,0.08,156.69,39999.99988,10.59663473,5.7,762,Excellent,9599.958333,7755,10.8,3,0,0,0,Low
989,1,all_other,0.08,175.49,43999.99987,10.69194491,0.95,797,Excellent,6636.958333,2051,0.7,5,0,0,0,Low
990,1,all_other,0.1071,293.42,39000.00019,10.57131693,11.69,697,Good,1680,8858,52.4,2,0,0,0,Low
991,1,all_other,0.1008,138.92,52000.00013,10.858999,5.33,707,Excellent,10739.95833,4972,61.4,0,0,0,0,Low
992,1,debt_consolidation,0.1197,70.55,65000.00007,11.08214255,14.95,682,Good,3120,45028,95.2,1,0,0,0,Low
993,1,all_other,0.08,70.51,65000.00007,11.08214255,12.55,802,Excellent,6299.958333,116416,1.4,0,0,0,1,Low
994,1,debt_consolidation,0.1197,76.36,59999.99993,11.00209984,24.94,732,Excellent,6359.958333,21765,49.4,0,0,0,0,Low
995,1,all_other,0.0832,134.6,36000.00009,10.49127422,1.77,757,Excellent,4019.958333,6837,17.5,3,0,0,0,Low
996,1,credit_card,0.1071,163.01,29999.99998,10.30895266,20.28,717,Excellent,3150,6024,45.3,0,0,0,0,Low
997,1,all_other,0.0737,31.05,39999.99988,10.59663473,12.9,777,Excellent,10259.95833,4055,46.6,0,0,0,0,Low
998,1,debt_consolidation,0.1008,171.22,80999.9997,11.30220443,14.79,712,Excellent,6900,66235,97.4,0,0,0,1,Low
999,1,credit_card,0.1134,180.95,97000.00024,11.48246626,17.15,687,Good,5189.958333,29243,96.2,1,0,1,0,Low
1000,1,all_other,0.1103,163.77,59999.99993,11.00209984,10.94,687,Good,10050,20066,88.1,1,1,0,0,Low
1001,1,credit_card,0.1229,166.77,35299.9999,10.47163824,14.96,677,Good,4829.958333,18099,69.2,0,0,0,0,High
1002,1,all_other,0.08,112.82,125000.0005,11.73606902,5.46,797,Excellent,9330,3638,20.3,2,0,0,0,Low
1003,1,all_other,0.0863,163.68,85000.00038,11.35040654,18.52,747,Excellent,6420,28180,27,0,0,0,0,Low
1004,1,debt_consolidation,0.1008,193.83,48000.00001,10.77895629,9.3,707,Excellent,6329.958333,4201,36.2,0,0,0,1,Low
1005,1,all_other,0.1008,122.76,99999.9995,11.51292546,21.54,742,Excellent,4350,29144,31.8,0,0,0,0,Low
1006,1,home_improvement,0.1166,231.37,65000.00007,11.08214255,19.68,687,Good,4499.958333,44548,39.6,0,0,0,0,Low
1007,1,debt_consolidation,0.0945,160.05,39999.99988,10.59663473,15.06,727,Excellent,5070,6301,30.7,0,1,0,0,Low
1008,1,educational,0.1222,179.93,59999.99993,11.00209984,18.08,692,Good,3190,26013,37,1,0,0,0,High
1009,1,all_other,0.0768,62.38,80003.99981,11.28983191,11.46,762,Excellent,8819.958333,6222,18.7,0,0,0,0,Low
1010,1,home_improvement,0.1071,116.56,46999.99997,10.75790288,13.3,702,Excellent,6060,10083,53.9,1,0,1,1,Low
1011,1,credit_card,0.1039,132.24,60999.99981,11.01862914,9.29,692,Good,3090,14350,90.3,0,0,0,0,Low
1012,1,credit_card,0.1292,164.08,82000.00031,11.31447453,9.06,662,Good,6629.958333,20644,90.5,1,1,0,0,High
1013,1,all_other,0.1292,195.21,49999.99978,10.81977828,18.01,672,Good,2249.958333,7423,53.4,0,0,0,1,High
1014,1,debt_consolidation,0.1292,153.98,19368.00001,9.871377499,15.06,667,Good,7409.958333,8150,70.1,2,0,1,0,High
1015,1,all_other,0.08,235.03,45000.00006,10.71441777,7.17,797,Excellent,6090,9409,11.1,1,0,0,0,Low
1016,1,debt_consolidation,0.0832,188.91,39999.99988,10.59663473,2.82,742,Excellent,2070,4712,25.3,0,0,0,0,Low
1017,1,debt_consolidation,0.1197,153.55,39999.99988,10.59663473,23.85,732,Excellent,2353.958333,12811,47.6,0,0,0,1,Low
1018,1,debt_consolidation,0.1387,255.86,61999.99975,11.03488966,19.24,662,Good,1601.958333,10748,90.3,0,0,0,0,High
1019,1,debt_consolidation,0.1355,254.7,42000.00011,10.6454249,16.46,662,Good,4439.958333,13779,59.4,1,0,0,0,High
1020,1,home_improvement,0.0863,173.17,67000.00011,11.1124479,10.33,727,Excellent,5189.958333,2410,4.4,1,1,0,0,Low
1021,1,educational,0.1545,209.32,36000.00009,10.49127422,24.03,662,Good,2339.958333,6668,40.9,1,0,0,0,High
1022,1,all_other,0.1324,253.58,116999.9996,11.66992921,5.78,662,Good,10080,23611,32.7,0,2,0,0,High
1023,1,all_other,0.1008,188.99,79999.99971,11.28978191,17.61,722,Excellent,3870,2930,10.7,2,0,1,1,Low
1024,1,credit_card,0.1071,167.09,65000.00007,11.08214255,6.77,692,Good,3389.958333,11817,94.5,2,0,0,0,Low
1025,1,debt_consolidation,0.1103,212.9,54999.99977,10.91508846,11.76,692,Good,2430,6565,26.6,1,1,0,0,Low
1026,1,debt_consolidation,0.1134,164.5,54395.99996,10.9040459,15.09,682,Good,2940,10944,37.6,3,0,0,0,Low
1027,1,all_other,0.1039,118.45,65999.99993,11.09741002,1.56,697,Good,2309.958333,15807,20,0,0,0,0,Low
1028,1,debt_consolidation,0.0863,98.84,31199.99988,10.34817337,1.92,732,Excellent,5549.958333,814,3.8,0,0,0,0,Low
1029,1,credit_card,0.1103,183.42,39999.99988,10.59663473,16.98,697,Good,3660,8366,62,2,0,0,0,Low
1030,1,all_other,0.1166,57.85,32999.99999,10.40426284,4.51,672,Good,2130,6487,53.6,3,0,0,0,Low
1031,1,credit_card,0.06,231.03,72000.00014,11.1844214,14.07,672,Good,2910,15885,46.9,1,1,0,0,Low
1032,1,debt_consolidation,0.0945,128.04,24995.99997,10.12647109,11.38,722,Excellent,1710,6291,24,0,0,0,0,Low
1033,1,debt_consolidation,0.1008,242.29,65000.00007,11.08214255,16.26,717,Excellent,2820,16471,37.9,1,0,0,0,Low
1034,1,all_other,0.08,219.36,65000.00007,11.08214255,5.26,762,Excellent,3870,0,0,1,0,0,0,Low
1035,1,all_other,0.0832,110.2,41464.27989,10.63258761,9.86,752,Excellent,7170,11077,56.2,0,0,0,0,Low
1036,1,credit_card,0.1355,254.7,54999.99977,10.91508846,21.51,672,Good,3870,17590,86.2,1,0,0,1,High
1037,1,credit_card,0.1039,162.26,54995.99976,10.91501573,12.18,692,Good,1770,4520,47.1,1,0,0,0,Low
1038,1,debt_consolidation,0.1134,246.75,21500,9.975808214,13.67,687,Good,1199.958333,8359,64.5,2,0,0,0,Low
1039,1,debt_consolidation,0.1039,153.33,35324.00005,10.4723179,18.99,712,Excellent,1859.958333,8775,34.1,1,0,0,0,Low
1040,1,all_other,0.1166,231.37,43999.99987,10.69194491,20.54,702,Excellent,2339.958333,8507,56.7,0,1,0,0,Low
1041,1,educational,0.0768,109.17,17003.99999,9.741203889,2.26,752,Excellent,1800,1223,10.7,0,0,0,0,Low
1042,1,credit_card,0.0832,156.64,45000.00006,10.71441777,11.04,767,Excellent,7439.958333,15862,53.8,0,0,0,0,Low
1043,1,debt_consolidation,0.1103,166.23,90000.00006,11.40756495,17.71,692,Good,3480,39307,86,0,0,0,0,Low
1044,1,credit_card,0.1134,131.6,29999.99998,10.30895266,8.32,677,Good,2219.958333,4255,30.8,3,0,0,0,Low
1045,1,debt_consolidation,0.0737,36.48,35004.00001,10.46321762,7.1,782,Excellent,4860.958333,3914,15.5,0,0,0,0,Low
1046,1,home_improvement,0.0832,149.55,42000.00011,10.6454249,5.49,747,Excellent,13259.95833,398,1.2,3,2,0,1,Low
1047,1,credit_card,0.0976,162.39,38168.00011,10.54975275,15.63,722,Excellent,7920,967,6.4,1,0,0,0,Low
1048,1,debt_consolidation,0.1261,251.3,34780.00007,10.45679779,17.8,672,Good,5612.958333,12893,76.7,0,1,0,0,High
1049,1,all_other,0.1039,134.67,76999.99994,11.2515607,5.91,697,Good,6900,17243,43,1,0,0,1,Low
1050,1,home_improvement,0.1229,163.43,500000.0013,13.12236338,2.19,672,Good,2190,6459,23.8,1,0,0,0,High
1051,1,credit_card,0.0832,151.13,39000.00019,10.57131693,10.83,742,Excellent,6329.958333,29129,48.3,6,0,0,0,Low
1052,1,debt_consolidation,0.1008,129.22,36999.99994,10.51867319,20.92,742,Excellent,8760,1620,17.2,0,0,0,0,Low
1053,1,all_other,0.1273,335.67,59999.99993,11.00209984,20.64,712,Excellent,1800,3353,54.1,0,0,0,0,High
1054,1,home_improvement,0.0863,50.61,59999.99993,11.00209984,17.64,732,Excellent,5070,24249,54.6,1,0,0,0,Low
1055,1,debt_consolidation,0.1039,194.71,38000.00005,10.54534144,17.91,707,Excellent,1410,3718,19.8,2,0,0,0,Low
1056,1,debt_consolidation,0.1292,168.28,39996.00008,10.59653473,16.29,667,Good,2729.958333,14244,85.8,2,0,0,0,High
1057,1,debt_consolidation,0.1261,251.3,74999.99981,11.22524339,20.58,677,Good,6976.958333,57633,64.1,0,1,0,0,High
1058,1,credit_card,0.0976,128.62,29999.99998,10.30895266,17.04,717,Excellent,1110,2489,32.3,0,0,0,0,Low
1059,1,debt_consolidation,0.1324,169.05,57995.99991,10.96812932,13.28,662,Good,5609.958333,9816,65.4,0,1,0,0,High
1060,1,debt_consolidation,0.1166,138.82,68499.99971,11.13458902,8.51,672,Good,4559.958333,20487,94,0,0,0,0,Low
1061,1,credit_card,0.145,258.16,108999.9999,11.59910316,21.84,662,Good,4950,44098,92.3,2,0,0,0,High
1062,1,debt_consolidation,0.1229,133.42,27040,10.20507253,23.52,712,Excellent,1440,3573,30.8,0,0,0,0,High
1063,1,all_other,0.1292,252.42,49999.99978,10.81977828,17.54,667,Good,5939.958333,23401,35.8,1,3,0,1,High
1064,1,debt_consolidation,0.1166,82.64,33447.9999,10.41774727,23.75,702,Excellent,5430,3877,23.8,2,0,1,0,Low
1065,1,all_other,0.0737,99.35,45239.99999,10.71973693,1.72,797,Excellent,4559.958333,1397,3,0,0,0,0,Low
1066,1,all_other,0.1229,168.44,61999.99975,11.03488966,8.25,667,Good,1919.958333,29863,82.7,0,0,0,1,High
1067,1,credit_card,0.1197,219.12,54000.00024,10.89673933,18.76,682,Good,2820,22677,86.3,1,1,0,0,Low
1068,1,all_other,0.08,219.36,44500.00008,10.70324447,7.77,767,Excellent,3870,6301,22.7,1,0,0,0,Low
1069,1,debt_consolidation,0.1071,244.52,79992.00011,11.28968191,13.02,702,Excellent,3479.958333,8709,30.1,3,0,0,0,Low
1070,1,debt_consolidation,0.1261,251.3,80003.99981,11.28983191,18.18,677,Good,4320,12749,61.9,1,0,0,1,High
1071,1,credit_card,0.1379,306.68,48000.00001,10.77895629,16.64,692,Good,3912.041667,14398,96,0,0,0,0,High
1072,1,all_other,0.0737,93.14,39996.00008,10.59653473,6.39,782,Excellent,3570,409,2,0,0,0,0,Low
1073,1,credit_card,0.1134,213.85,38000.00005,10.54534144,12.95,687,Good,5100,6236,67.8,2,0,0,0,Low
1074,1,debt_consolidation,0.1008,242.29,49999.99978,10.81977828,2.93,707,Excellent,1740,8453,77.6,3,0,0,1,Low
1075,1,educational,0.1166,132.21,24000.00002,10.08580911,3.45,672,Good,3719.958333,3060,21.7,0,1,0,0,Low
1076,1,major_purchase,0.0976,96.47,45996.00022,10.73630972,15.94,712,Excellent,3479.958333,1062,48.3,1,2,0,0,Low
1077,1,all_other,0.0832,236.14,37676.00015,10.53677857,9.01,762,Excellent,2881,4007,24,0,0,0,0,Low
1078,1,major_purchase,0.0945,96.03,25992.00007,10.16554408,14.82,717,Excellent,4169.958333,1059,11.1,0,0,0,0,Low
1079,1,major_purchase,0.08,235.03,159999.9993,11.98292909,9.98,772,Excellent,5909.958333,19414,27.9,1,0,0,0,Low
1080,1,debt_consolidation,0.0945,233.67,41400.00001,10.63103616,16.52,727,Excellent,3135,2185,15.4,0,0,0,0,Low
1081,1,all_other,0.0945,32.01,60999.99981,11.01862914,9.45,712,Excellent,3119.958333,9332,97.2,0,0,0,0,Low
1082,1,all_other,0.0976,176.86,62399.99973,11.04132055,0,707,Excellent,2669.958333,0,0,2,0,0,0,Low
1083,1,all_other,0.1039,243.38,29999.99998,10.30895266,10.24,702,Excellent,10319.95833,10444,14.1,1,1,0,0,Low
1084,1,all_other,0.08,235.03,59999.99993,11.00209984,4.96,777,Excellent,7859.958333,78935,26.2,7,0,0,0,Low
1085,1,credit_card,0.0976,128.62,12000,9.392661929,9.6,707,Excellent,1320,3987,31.9,1,0,0,0,Low
1086,1,educational,0.1008,226.14,32999.99999,10.40426284,18.91,717,Excellent,3480.958333,9379,10.9,0,1,0,0,Low
1087,1,all_other,0.1008,80.77,65004.0003,11.08220409,1.55,697,Good,4380,9743,62.9,1,0,0,0,Low
1088,1,credit_card,0.0768,93.57,200000.0009,12.20607265,2.49,767,Excellent,3870,3119,1.5,2,0,0,0,Low
1089,1,credit_card,0.08,206.83,20800.00001,9.942708266,10.04,767,Excellent,3449.958333,7797,72.2,0,0,0,0,Low
1090,1,debt_consolidation,0.1229,250.15,65000.00007,11.08214255,1.68,672,Good,1259.958333,2871,7.9,2,3,0,0,High
1091,1,home_improvement,0.0863,158.14,130000.0001,11.77528973,10.62,727,Excellent,7769.958333,1780,25.8,0,0,0,0,Low
1092,1,home_improvement,0.0945,192.06,109999.9995,11.60823564,8.68,722,Excellent,13349.95833,1390,1.8,1,0,0,0,Low
1093,1,credit_card,0.1071,78.25,36000.00009,10.49127422,15.2,687,Good,3029.958333,2823,33.2,3,1,1,0,Low
1094,1,debt_consolidation,0.1103,245.65,59999.99993,11.00209984,16.12,692,Good,4469.958333,16382,52.3,1,1,0,1,Low
1095,1,all_other,0.1229,64.21,59999.99993,11.00209984,11.1,662,Good,3059.958333,6317,45.4,0,0,0,0,High
1096,1,debt_consolidation,0.1197,249,91000.00041,11.41861479,7.89,677,Good,5249.958333,13068,30.6,3,1,0,0,Low
1097,1,all_other,0.1324,253.58,82499.99981,11.32055357,11.42,662,Good,2609.958333,12844,51.8,1,0,1,0,High
1098,1,all_other,0.1545,174.44,39999.99988,10.59663473,24.57,662,Good,2435,1851,92.5,3,0,0,0,High
1099,1,credit_card,0.1103,245.65,85000.00038,11.35040654,21.91,717,Excellent,5189.958333,63167,84,2,0,0,0,Low
1100,1,credit_card,0.1103,245.65,77268.70026,11.25504424,21.11,717,Excellent,5587.958333,68356,71.6,2,0,0,0,Low
1101,1,debt_consolidation,0.0832,204.65,39996.00008,10.59653473,5.43,742,Excellent,2850,9830,19,5,0,0,0,Low
1102,1,all_other,0.1008,51.69,45000.00006,10.71441777,21.57,722,Excellent,2309.958333,1949,48.7,0,0,0,0,Low
1103,1,home_improvement,0.0976,154.35,34999.99998,10.46310334,16.77,717,Excellent,2923,7708,48.2,1,0,0,0,Low
1104,1,credit_card,0.1008,167.99,39999.99988,10.59663473,11.87,702,Excellent,4620,13300,51.6,0,0,1,0,Low
1105,1,credit_card,0.1039,243.38,52999.99987,10.87804719,20.92,737,Excellent,2279.958333,9754,39,0,0,0,0,Low
1106,1,debt_consolidation,0.1324,253.58,129996,11.77525896,16.78,662,Good,4260,89952,79.5,3,0,0,1,High
1107,1,credit_card,0.0863,132.84,59999.99993,11.00209984,19.48,762,Excellent,2580,0,0,2,0,0,0,Low
1108,1,debt_consolidation,0.1134,246.75,59999.99993,11.00209984,8.92,687,Good,7260,1954,4.8,0,2,0,0,Low
1109,1,all_other,0.1008,161.53,59999.99993,11.00209984,14.34,707,Excellent,2970,9737,44.7,2,0,0,0,Low
1110,1,credit_card,0.1071,114.11,24000.00002,10.08580911,17.4,697,Good,1949.958333,4063,76.7,0,0,0,0,Low
1111,1,major_purchase,0.1229,166.77,58379.99974,10.97472864,5.24,667,Good,4980,5073,50,2,0,0,0,High
1112,1,home_improvement,0.1103,163.77,91643.99957,11.42566678,12.44,682,Good,5700,7945,41.4,2,0,0,0,Low
1113,1,credit_card,0.1134,39.48,18000,9.798127037,21.13,697,Good,2070,3918,72.6,1,0,0,0,Low
1114,1,debt_consolidation,0.0832,113.35,12120,9.40261226,6.14,727,Excellent,4110.958333,2877,70.2,0,0,0,0,Low
1115,1,debt_consolidation,0.1134,213.85,24995.99997,10.12647109,11.23,682,Good,2460,2083,28.1,3,0,0,0,Low
1116,1,debt_consolidation,0.0863,126.52,19403.99999,9.873234509,11.01,727,Excellent,2040.958333,6835,34.7,0,0,0,0,Low
1117,1,credit_card,0.0863,189.77,36450.00009,10.50369674,18.77,757,Excellent,2369.958333,0,0,1,0,0,0,Low
1118,1,home_improvement,0.0768,155.95,48000.00001,10.77895629,0.38,812,Excellent,7950,52,0.3,0,0,0,0,Low
1119,1,credit_card,0.1103,149.03,52999.99987,10.87804719,10.82,687,Good,2100,2927,53.2,2,0,0,0,Low
1120,1,debt_consolidation,0.1253,401.6,66504.00032,11.10501738,17.36,697,Good,4229.041667,20024,73.1,0,0,0,0,High
1121,1,all_other,0.1039,233.65,63499.99969,11.05879518,8.96,707,Excellent,4740,3565,70,2,0,0,0,Low
1122,1,debt_consolidation,0.0976,241.16,67500.00021,11.11988288,13.55,722,Excellent,6630,41154,47.1,0,0,0,0,Low
1123,1,all_other,0.1134,246.75,32999.99999,10.40426284,3.96,682,Good,1649.958333,8644,28,1,0,0,0,Low
1124,1,all_other,0.08,163.74,18000,9.798127037,1.33,747,Excellent,1440,139,5,0,0,0,0,Low
1125,1,debt_consolidation,0.0863,142.33,78996.00022,11.2771525,7.53,722,Excellent,5761,20237,32.7,2,0,0,0,Low
1126,1,all_other,0.1292,201.94,31999.99994,10.37349118,4.76,662,Good,1350,4378,71.2,0,0,0,0,High
1127,1,all_other,0.1197,249,57000.00018,10.95080655,6.06,677,Good,8939.958333,5450,40.7,0,0,0,0,Low
1128,1,credit_card,0.0945,128.04,20000.00001,9.903487553,5.16,722,Excellent,3180,3621,14.9,0,0,0,0,Low
1129,1,all_other,0.1039,243.38,49999.99978,10.81977828,6.86,702,Excellent,3180,12742,61.6,1,0,0,0,Low
1130,1,debt_consolidation,0.1103,180.15,52999.99987,10.87804719,3.83,682,Good,3930,3491,23.6,0,0,0,0,Low
1131,1,all_other,0.1103,196.52,33276.00015,10.4125917,8.4,687,Good,3359.958333,7305,73,0,0,0,0,Low
1132,1,debt_consolidation,0.1039,243.38,42000.00011,10.6454249,3.26,702,Excellent,1443,3608,65.6,1,0,0,1,Low
1133,1,all_other,0.1229,166.77,42000.00011,10.6454249,21.66,682,Good,2910,489,27.2,1,0,0,1,High
1134,1,all_other,0.1229,210.13,44004.00009,10.69203582,0.95,667,Good,2970,1315,17.1,2,1,0,0,High
1135,1,credit_card,0.1071,244.52,90000.00006,11.40756495,13.57,702,Excellent,5010,7957,26.4,1,0,0,0,Low
1136,1,credit_card,0.1008,161.53,48000.00001,10.77895629,3.33,702,Excellent,5705.958333,899,15,0,0,1,0,Low
1137,1,debt_consolidation,0.1197,249,68843.9997,11.13959835,21.63,692,Good,5130,30245,40.8,2,0,0,1,Low
1138,1,all_other,0.1128,368.17,99999.9995,11.51292546,19.6,717,Excellent,11102.95833,52132,55.7,1,0,0,1,Low
1139,1,credit_card,0.0945,184.06,95799.99962,11.47001796,14.56,732,Excellent,5639.958333,30181,35.7,1,0,0,0,Low
1140,1,home_improvement,0.1229,70.05,57043.00009,10.95156065,19.92,667,Good,9209.958333,26036,89.5,1,1,0,1,High
1141,1,major_purchase,0.08,175.49,26000.00008,10.16585182,2.31,747,Excellent,1800,1220,8.4,1,0,0,0,Low
1142,1,debt_consolidation,0.1071,192.35,36799.99985,10.51325312,16.24,697,Good,4919.958333,3382,36.1,0,0,0,0,Low
1143,1,educational,0.1166,52.89,59999.99993,11.00209984,18.4,677,Good,5370,926,4.5,3,1,0,0,Low
1144,1,debt_consolidation,0.1261,251.3,42000.00011,10.6454249,5.71,667,Good,1500,8944,57,1,0,0,0,High
1145,1,all_other,0.0832,125.94,32003.99987,10.37361617,15.07,762,Excellent,2460,1152,16.5,0,0,0,0,Low
1146,1,all_other,0.0737,31.05,33999.99988,10.4341158,0.35,807,Excellent,7139.958333,102,0.3,1,0,0,0,Low
1147,1,all_other,0.1166,247.9,60999.99981,11.01862914,17.59,687,Good,2850,6550,47.8,2,0,0,0,Low
1148,1,home_improvement,0.08,235.03,48000.00001,10.77895629,4.28,812,Excellent,7950,52,0.3,0,0,0,0,Low
1149,1,home_improvement,0.1229,250.15,130999.9997,11.7829526,3.18,672,Good,3540,56481,61.7,0,0,1,0,High
1150,1,debt_consolidation,0.1103,245.65,115000.0003,11.65268741,7.55,687,Good,4949.958333,34753,95.2,0,0,0,0,Low
1151,1,all_other,0.0976,64.31,80003.99981,11.28983191,17.01,712,Excellent,3479.958333,29889,37.4,1,0,0,0,Low
